"sicbl22_code","date","name","value"
"E38000025","July 2022","Percentage_Deterioration","5"
"E38000025","July 2022","Percentage_Improvement","74"
"E38000025","July 2022","Count_Deterioration","10"
"E38000025","July 2022","Percentage_Recovery","56"
"E38000025","July 2022","Percentage_ReliableRecovery","54"
"E38000044","July 2022","Count_ReferralsReceived","995"
"E38000044","July 2022","Count_AccessingServices","660"
"E38000044","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","78"
"E38000044","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","99"
"E38000044","July 2022","Count_EndedReferrals","1160"
"E38000044","July 2022","Count_FinishedCourseTreatment","400"
"E38000044","July 2022","Percentage_Deterioration","6"
"E38000044","July 2022","Percentage_Improvement","65"
"E38000044","July 2022","Count_Deterioration","25"
"E38000044","July 2022","Percentage_Recovery","51"
"E38000044","July 2022","Percentage_ReliableRecovery","49"
"E38000052","July 2022","Count_ReferralsReceived","715"
"E38000052","July 2022","Count_AccessingServices","470"
"E38000052","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","51"
"E38000052","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","99"
"E38000052","July 2022","Count_EndedReferrals","750"
"E38000052","July 2022","Count_FinishedCourseTreatment","340"
"E38000052","July 2022","Percentage_Deterioration","9"
"E38000052","July 2022","Percentage_Improvement","68"
"E38000052","July 2022","Count_Deterioration","30"
"E38000052","July 2022","Percentage_Recovery","48"
"E38000052","July 2022","Percentage_ReliableRecovery","45"
"E38000085","July 2022","Count_ReferralsReceived","1200"
"E38000085","July 2022","Count_AccessingServices","750"
"E38000085","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","91"
"E38000085","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","99"
"E38000085","July 2022","Count_EndedReferrals","1090"
"E38000085","July 2022","Count_FinishedCourseTreatment","550"
"E38000085","July 2022","Percentage_Deterioration","6"
"E38000085","July 2022","Percentage_Improvement","69"
"E38000085","July 2022","Count_Deterioration","30"
"E38000085","July 2022","Percentage_Recovery","51"
"E38000085","July 2022","Percentage_ReliableRecovery","48"
"E38000119","July 2022","Count_ReferralsReceived","455"
"E38000119","July 2022","Count_AccessingServices","305"
"E38000119","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","95"
"E38000119","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"E38000119","July 2022","Count_EndedReferrals","400"
"E38000119","July 2022","Count_FinishedCourseTreatment","140"
"E38000119","July 2022","Percentage_Deterioration","4"
"E38000119","July 2022","Percentage_Improvement","74"
"E38000119","July 2022","Count_Deterioration","5"
"E38000119","July 2022","Percentage_Recovery","54"
"E38000119","July 2022","Percentage_ReliableRecovery","52"
"E38000122","July 2022","Count_ReferralsReceived","365"
"E38000122","July 2022","Count_AccessingServices","285"
"E38000122","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","97"
"E38000122","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","98"
"E38000122","July 2022","Count_EndedReferrals","370"
"E38000122","July 2022","Count_FinishedCourseTreatment","130"
"E38000122","July 2022","Percentage_Deterioration","5"
"E38000122","July 2022","Percentage_Improvement","66"
"E38000122","July 2022","Count_Deterioration","5"
"E38000122","July 2022","Percentage_Recovery","53"
"E38000122","July 2022","Percentage_ReliableRecovery","48"
"E38000141","July 2022","Count_ReferralsReceived","700"
"E38000141","July 2022","Count_AccessingServices","465"
"E38000141","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","92"
"E38000141","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","99"
"E38000141","July 2022","Count_EndedReferrals","735"
"E38000141","July 2022","Count_FinishedCourseTreatment","265"
"E38000141","July 2022","Percentage_Deterioration","7"
"E38000141","July 2022","Percentage_Improvement","70"
"E38000141","July 2022","Count_Deterioration","20"
"E38000141","July 2022","Percentage_Recovery","48"
"E38000141","July 2022","Percentage_ReliableRecovery","46"
"E38000146","July 2022","Count_ReferralsReceived","1215"
"E38000146","July 2022","Count_AccessingServices","910"
"E38000146","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","97"
"E38000146","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"E38000146","July 2022","Count_EndedReferrals","1250"
"E38000146","July 2022","Count_FinishedCourseTreatment","530"
"E38000146","July 2022","Percentage_Deterioration","6"
"E38000146","July 2022","Percentage_Improvement","65"
"E38000146","July 2022","Count_Deterioration","30"
"E38000146","July 2022","Percentage_Recovery","51"
"E38000146","July 2022","Percentage_ReliableRecovery","47"
"E38000188","July 2022","Count_ReferralsReceived","555"
"E38000188","July 2022","Count_AccessingServices","405"
"E38000188","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","100"
"E38000188","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"E38000188","July 2022","Count_EndedReferrals","575"
"E38000188","July 2022","Count_FinishedCourseTreatment","305"
"E38000188","July 2022","Percentage_Deterioration","4"
"E38000188","July 2022","Percentage_Improvement","69"
"E38000188","July 2022","Count_Deterioration","10"
"E38000188","July 2022","Percentage_Recovery","54"
"E38000188","July 2022","Percentage_ReliableRecovery","51"
"E38000190","July 2022","Count_ReferralsReceived","835"
"E38000190","July 2022","Count_AccessingServices","680"
"E38000190","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","98"
"E38000190","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","99"
"E38000190","July 2022","Count_EndedReferrals","930"
"E38000190","July 2022","Count_FinishedCourseTreatment","350"
"E38000190","July 2022","Percentage_Deterioration","6"
"E38000190","July 2022","Percentage_Improvement","70"
"E38000190","July 2022","Count_Deterioration","20"
"E38000190","July 2022","Percentage_Recovery","52"
"E38000190","July 2022","Percentage_ReliableRecovery","48"
"E38000051","July 2022","Count_ReferralsReceived","570"
"E38000051","July 2022","Count_AccessingServices","455"
"E38000051","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","55"
"E38000051","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","95"
"E38000051","July 2022","Count_EndedReferrals","675"
"E38000051","July 2022","Count_FinishedCourseTreatment","195"
"E38000051","July 2022","Percentage_Deterioration","4"
"E38000051","July 2022","Percentage_Improvement","70"
"E38000051","July 2022","Count_Deterioration","5"
"E38000051","July 2022","Percentage_Recovery","53"
"E38000051","July 2022","Percentage_ReliableRecovery","51"
"E38000097","July 2022","Count_ReferralsReceived","645"
"E38000097","July 2022","Count_AccessingServices","490"
"E38000097","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","56"
"E38000097","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","96"
"E38000097","July 2022","Count_EndedReferrals","780"
"E38000097","July 2022","Count_FinishedCourseTreatment","190"
"E38000097","July 2022","Percentage_Deterioration","9"
"E38000097","July 2022","Percentage_Improvement","61"
"E38000097","July 2022","Count_Deterioration","15"
"E38000097","July 2022","Percentage_Recovery","42"
"E38000097","July 2022","Percentage_ReliableRecovery","37"
"E38000201","July 2022","Count_ReferralsReceived","740"
"E38000201","July 2022","Count_AccessingServices","530"
"E38000201","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","60"
"E38000201","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","92"
"E38000201","July 2022","Count_EndedReferrals","855"
"E38000201","July 2022","Count_FinishedCourseTreatment","255"
"E38000201","July 2022","Percentage_Deterioration","7"
"E38000201","July 2022","Percentage_Improvement","69"
"E38000201","July 2022","Count_Deterioration","15"
"E38000201","July 2022","Percentage_Recovery","49"
"E38000201","July 2022","Percentage_ReliableRecovery","46"
"E38000028","July 2022","Count_ReferralsReceived","245"
"E38000028","July 2022","Count_AccessingServices","200"
"E38000028","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","98"
"E38000028","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","99"
"E38000028","July 2022","Count_EndedReferrals","310"
"E38000028","July 2022","Count_FinishedCourseTreatment","170"
"E38000028","July 2022","Percentage_Deterioration","6"
"E38000028","July 2022","Percentage_Improvement","73"
"E38000028","July 2022","Count_Deterioration","10"
"E38000028","July 2022","Percentage_Recovery","50"
"E38000028","July 2022","Percentage_ReliableRecovery","50"
"E38000053","July 2022","Count_ReferralsReceived","230"
"E38000053","July 2022","Count_AccessingServices","195"
"E38000053","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","99"
"E38000053","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"E38000053","July 2022","Count_EndedReferrals","250"
"E38000053","July 2022","Count_FinishedCourseTreatment","120"
"E38000053","July 2022","Percentage_Deterioration","4"
"E38000053","July 2022","Percentage_Improvement","70"
"E38000053","July 2022","Count_Deterioration","5"
"E38000053","July 2022","Percentage_Recovery","55"
"E38000053","July 2022","Percentage_ReliableRecovery","51"
"E38000126","July 2022","Count_ReferralsReceived","580"
"E38000126","July 2022","Count_AccessingServices","365"
"E38000126","July 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","78"
"E38000126","July 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","99"
"E38000126","July 2022","Count_EndedReferrals","595"
"E38000126","July 2022","Count_FinishedCourseTreatment","245"
"E38000126","July 2022","Percentage_Deterioration","6"
