"icb22_code","icb22_name","year","sub_domain","value"
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"access_to_services",97.5
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"crime",107.3
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"economic_and_working_conditions",102.9
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"living_conditions",116.4
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"difficulties_in_daily_life",89.2
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"mental_health",98.1
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"mortality",100.4
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"personal_well_being",93.7
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"physical_health_conditions",94.1
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"behavioural_risk_factors",107.3
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"children_and_young_people",107.3
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"physiological_risk_factors",95.5
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"protective_measures",104.5
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"access_to_green_space",103
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"access_to_services",86.1
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"crime",105.2
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"economic_and_working_conditions",104.8
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"living_conditions",119.8
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"difficulties_in_daily_life",84.5
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"mental_health",94.7
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"mortality",99.9
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"personal_well_being",99.6
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"physical_health_conditions",93.9
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"behavioural_risk_factors",98.2
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"children_and_young_people",105.7
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"physiological_risk_factors",89
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"protective_measures",102.5
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"access_to_green_space",109.2
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"access_to_services",85.3
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"crime",102.3
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"economic_and_working_conditions",102
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"living_conditions",120.5
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"difficulties_in_daily_life",85.9
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"mental_health",101.8
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"mortality",98.9
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"personal_well_being",104
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"physical_health_conditions",103.4
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"behavioural_risk_factors",100.7
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"children_and_young_people",107.5
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"physiological_risk_factors",99
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"protective_measures",99.5
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"access_to_green_space",102.1
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"access_to_services",98.8
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"crime",103.7
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"economic_and_working_conditions",103.3
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"living_conditions",110.9
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"difficulties_in_daily_life",100.2
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"mental_health",98.7
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"mortality",97.2
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"personal_well_being",94.1
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"physical_health_conditions",107.3
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"behavioural_risk_factors",99.5
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"children_and_young_people",105.6
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"physiological_risk_factors",90.3
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"protective_measures",94.2
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"access_to_green_space",100
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"access_to_services",99.7
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"crime",101
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"economic_and_working_conditions",104.6
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"living_conditions",109.5
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"difficulties_in_daily_life",90.3
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"mental_health",95.3
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"mortality",101.7
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"personal_well_being",94.4
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"physical_health_conditions",99.4
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"behavioural_risk_factors",108.2
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"children_and_young_people",110.9
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"physiological_risk_factors",98.6
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"protective_measures",103.6
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"access_to_green_space",104.4
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"access_to_services",87.9
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"crime",104.3
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"economic_and_working_conditions",106.3
"E54000019","NHS Herefordshire and Worcestershire Integrated Care Board",2021,"living_conditions",118.6
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"difficulties_in_daily_life",100.4
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"mental_health",91.6
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"mortality",104.5
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"personal_well_being",99
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"physical_health_conditions",97.9
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"behavioural_risk_factors",103.3
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"children_and_young_people",105.3
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"physiological_risk_factors",98.2
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"protective_measures",108.5
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"access_to_green_space",105.6
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"access_to_services",86.1
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"crime",107.9
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"economic_and_working_conditions",103
"E54000022","NHS Norfolk and Waveney Integrated Care Board",2021,"living_conditions",119.6
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"difficulties_in_daily_life",93.9
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"mental_health",93.2
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"mortality",105.9
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"personal_well_being",99.5
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"physical_health_conditions",94.5
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"behavioural_risk_factors",101.2
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"children_and_young_people",106.2
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"physiological_risk_factors",99.7
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"protective_measures",105.8
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"access_to_green_space",104.6
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"access_to_services",90.9
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"crime",104
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"economic_and_working_conditions",106
"E54000023","NHS Suffolk and North East Essex Integrated Care Board",2021,"living_conditions",116.3
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"difficulties_in_daily_life",105.6
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"mental_health",101.9
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"mortality",100.2
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"personal_well_being",100.9
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"physical_health_conditions",98.2
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"behavioural_risk_factors",100.5
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"children_and_young_people",107
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"physiological_risk_factors",93.1
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"protective_measures",98.1
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"access_to_green_space",99.9
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"access_to_services",98.1
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"crime",99.4
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"economic_and_working_conditions",102.5
"E54000024","NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",2021,"living_conditions",105
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"difficulties_in_daily_life",107.5
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"mental_health",106.9
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"mortality",108.8
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"personal_well_being",97.6
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"physical_health_conditions",101
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"behavioural_risk_factors",107.5
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"children_and_young_people",116.7
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"physiological_risk_factors",105.4
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"protective_measures",102.4
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"access_to_green_space",93.5
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"access_to_services",97.9
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"crime",101.1
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"economic_and_working_conditions",113.5
"E54000025","NHS Hertfordshire and West Essex Integrated Care Board",2021,"living_conditions",106.6
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"difficulties_in_daily_life",104.3
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"mental_health",103.5
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"mortality",102.2
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"personal_well_being",103.5
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"physical_health_conditions",106.2
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"behavioural_risk_factors",103.4
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"children_and_young_people",109.2
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"physiological_risk_factors",98.3
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"protective_measures",100.3
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"access_to_green_space",100.6
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"access_to_services",98.4
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"crime",99.8
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"economic_and_working_conditions",106.8
"E54000026","NHS Mid and South Essex Integrated Care Board",2021,"living_conditions",107.2
"E54000027","NHS North West London Integrated Care Board",2021,"difficulties_in_daily_life",122.6
"E54000027","NHS North West London Integrated Care Board",2021,"mental_health",115.7
"E54000027","NHS North West London Integrated Care Board",2021,"mortality",108.8
"E54000027","NHS North West London Integrated Care Board",2021,"personal_well_being",91.1
"E54000027","NHS North West London Integrated Care Board",2021,"physical_health_conditions",123.3
"E54000027","NHS North West London Integrated Care Board",2021,"behavioural_risk_factors",95.3
"E54000027","NHS North West London Integrated Care Board",2021,"children_and_young_people",114.6
"E54000027","NHS North West London Integrated Care Board",2021,"physiological_risk_factors",97.4
"E54000027","NHS North West London Integrated Care Board",2021,"protective_measures",78.6
"E54000027","NHS North West London Integrated Care Board",2021,"access_to_green_space",86.4
"E54000027","NHS North West London Integrated Care Board",2021,"access_to_services",114.1
"E54000027","NHS North West London Integrated Care Board",2021,"crime",95.5
"E54000027","NHS North West London Integrated Care Board",2021,"economic_and_working_conditions",100.6
"E54000027","NHS North West London Integrated Care Board",2021,"living_conditions",86.8
"E54000028","NHS North Central London Integrated Care Board",2021,"difficulties_in_daily_life",115.3
"E54000028","NHS North Central London Integrated Care Board",2021,"mental_health",114.9
"E54000028","NHS North Central London Integrated Care Board",2021,"mortality",109.9
"E54000028","NHS North Central London Integrated Care Board",2021,"personal_well_being",85.4
"E54000028","NHS North Central London Integrated Care Board",2021,"physical_health_conditions",114.9
"E54000028","NHS North Central London Integrated Care Board",2021,"behavioural_risk_factors",103.8
"E54000028","NHS North Central London Integrated Care Board",2021,"children_and_young_people",109.7
"E54000028","NHS North Central London Integrated Care Board",2021,"physiological_risk_factors",99.8
"E54000028","NHS North Central London Integrated Care Board",2021,"protective_measures",75.1
"E54000028","NHS North Central London Integrated Care Board",2021,"access_to_green_space",80.5
"E54000028","NHS North Central London Integrated Care Board",2021,"access_to_services",115.9
"E54000028","NHS North Central London Integrated Care Board",2021,"crime",95.4
"E54000028","NHS North Central London Integrated Care Board",2021,"economic_and_working_conditions",99.6
"E54000028","NHS North Central London Integrated Care Board",2021,"living_conditions",86.5
"E54000029","NHS North East London Integrated Care Board",2021,"difficulties_in_daily_life",116
"E54000029","NHS North East London Integrated Care Board",2021,"mental_health",116
"E54000029","NHS North East London Integrated Care Board",2021,"mortality",99.5
"E54000029","NHS North East London Integrated Care Board",2021,"personal_well_being",95.5
"E54000029","NHS North East London Integrated Care Board",2021,"physical_health_conditions",120.5
"E54000029","NHS North East London Integrated Care Board",2021,"behavioural_risk_factors",92.1
"E54000029","NHS North East London Integrated Care Board",2021,"children_and_young_people",112
"E54000029","NHS North East London Integrated Care Board",2021,"physiological_risk_factors",81.1
"E54000029","NHS North East London Integrated Care Board",2021,"protective_measures",79.2
"E54000029","NHS North East London Integrated Care Board",2021,"access_to_green_space",85.3
"E54000029","NHS North East London Integrated Care Board",2021,"access_to_services",112.3
"E54000029","NHS North East London Integrated Care Board",2021,"crime",95
"E54000029","NHS North East London Integrated Care Board",2021,"economic_and_working_conditions",92.3
"E54000029","NHS North East London Integrated Care Board",2021,"living_conditions",86.7
"E54000030","NHS South East London Integrated Care Board",2021,"difficulties_in_daily_life",104.5
"E54000030","NHS South East London Integrated Care Board",2021,"mental_health",111.5
"E54000030","NHS South East London Integrated Care Board",2021,"mortality",101.6
"E54000030","NHS South East London Integrated Care Board",2021,"personal_well_being",83.8
"E54000030","NHS South East London Integrated Care Board",2021,"physical_health_conditions",104.4
"E54000030","NHS South East London Integrated Care Board",2021,"behavioural_risk_factors",106.1
"E54000030","NHS South East London Integrated Care Board",2021,"children_and_young_people",109.3
"E54000030","NHS South East London Integrated Care Board",2021,"physiological_risk_factors",93.9
"E54000030","NHS South East London Integrated Care Board",2021,"protective_measures",85
"E54000030","NHS South East London Integrated Care Board",2021,"access_to_green_space",84.1
"E54000030","NHS South East London Integrated Care Board",2021,"access_to_services",110.3
"E54000030","NHS South East London Integrated Care Board",2021,"crime",96.4
"E54000030","NHS South East London Integrated Care Board",2021,"economic_and_working_conditions",100.1
"E54000030","NHS South East London Integrated Care Board",2021,"living_conditions",90.9
"E54000031","NHS South West London Integrated Care Board",2021,"difficulties_in_daily_life",112.7
"E54000031","NHS South West London Integrated Care Board",2021,"mental_health",109.4
"E54000031","NHS South West London Integrated Care Board",2021,"mortality",108.2
"E54000031","NHS South West London Integrated Care Board",2021,"personal_well_being",88.4
"E54000031","NHS South West London Integrated Care Board",2021,"physical_health_conditions",112.5
"E54000031","NHS South West London Integrated Care Board",2021,"behavioural_risk_factors",106.3
"E54000031","NHS South West London Integrated Care Board",2021,"children_and_young_people",117.1
"E54000031","NHS South West London Integrated Care Board",2021,"physiological_risk_factors",106.2
"E54000031","NHS South West London Integrated Care Board",2021,"protective_measures",85.7
"E54000031","NHS South West London Integrated Care Board",2021,"access_to_green_space",90.5
"E54000031","NHS South West London Integrated Care Board",2021,"access_to_services",112.9
"E54000031","NHS South West London Integrated Care Board",2021,"crime",100.6
"E54000031","NHS South West London Integrated Care Board",2021,"economic_and_working_conditions",106.6
"E54000031","NHS South West London Integrated Care Board",2021,"living_conditions",92.4
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"difficulties_in_daily_life",95.5
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"mental_health",93.1
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"mortality",100.7
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"personal_well_being",95.7
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"physical_health_conditions",99.2
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"behavioural_risk_factors",105.1
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"children_and_young_people",105.4
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"physiological_risk_factors",92.7
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"protective_measures",98.5
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"access_to_green_space",103.4
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"access_to_services",96.3
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"crime",94.9
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"economic_and_working_conditions",101.4
"E54000032","NHS Kent and Medway Integrated Care Board",2021,"living_conditions",107.3
"E54000034","NHS Frimley Integrated Care Board",2021,"difficulties_in_daily_life",108.4
"E54000034","NHS Frimley Integrated Care Board",2021,"mental_health",105
"E54000034","NHS Frimley Integrated Care Board",2021,"mortality",108.8
"E54000034","NHS Frimley Integrated Care Board",2021,"personal_well_being",93.1
"E54000034","NHS Frimley Integrated Care Board",2021,"physical_health_conditions",105.1
"E54000034","NHS Frimley Integrated Care Board",2021,"behavioural_risk_factors",104.2
"E54000034","NHS Frimley Integrated Care Board",2021,"children_and_young_people",118.9
"E54000034","NHS Frimley Integrated Care Board",2021,"physiological_risk_factors",105.5
"E54000034","NHS Frimley Integrated Care Board",2021,"protective_measures",103.1
"E54000034","NHS Frimley Integrated Care Board",2021,"access_to_green_space",98.8
"E54000034","NHS Frimley Integrated Care Board",2021,"access_to_services",99.4
"E54000034","NHS Frimley Integrated Care Board",2021,"crime",104.3
"E54000034","NHS Frimley Integrated Care Board",2021,"economic_and_working_conditions",112.4
"E54000034","NHS Frimley Integrated Care Board",2021,"living_conditions",105.3
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"difficulties_in_daily_life",86.2
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"mental_health",90.7
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"mortality",104.8
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"personal_well_being",95.6
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"physical_health_conditions",92.6
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"behavioural_risk_factors",113.3
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"children_and_young_people",105
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"physiological_risk_factors",97.2
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"protective_measures",103.6
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"access_to_green_space",101
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"access_to_services",88.1
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"crime",115.6
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"economic_and_working_conditions",103.6
"E54000036","NHS Cornwall and the Isles of Scilly Integrated Care Board",2021,"living_conditions",118.2
"E54000037","NHS Devon Integrated Care Board",2021,"difficulties_in_daily_life",91.6
"E54000037","NHS Devon Integrated Care Board",2021,"mental_health",88.1
"E54000037","NHS Devon Integrated Care Board",2021,"mortality",106.7
"E54000037","NHS Devon Integrated Care Board",2021,"personal_well_being",99.2
"E54000037","NHS Devon Integrated Care Board",2021,"physical_health_conditions",93.8
"E54000037","NHS Devon Integrated Care Board",2021,"behavioural_risk_factors",110.8
"E54000037","NHS Devon Integrated Care Board",2021,"children_and_young_people",107.3
"E54000037","NHS Devon Integrated Care Board",2021,"physiological_risk_factors",102.1
"E54000037","NHS Devon Integrated Care Board",2021,"protective_measures",108.5
"E54000037","NHS Devon Integrated Care Board",2021,"access_to_green_space",101.3
"E54000037","NHS Devon Integrated Care Board",2021,"access_to_services",90.7
"E54000037","NHS Devon Integrated Care Board",2021,"crime",114
"E54000037","NHS Devon Integrated Care Board",2021,"economic_and_working_conditions",107.9
"E54000037","NHS Devon Integrated Care Board",2021,"living_conditions",116.3
"E54000038","NHS Somerset Integrated Care Board",2021,"difficulties_in_daily_life",95.6
"E54000038","NHS Somerset Integrated Care Board",2021,"mental_health",83.7
"E54000038","NHS Somerset Integrated Care Board",2021,"mortality",107.7
"E54000038","NHS Somerset Integrated Care Board",2021,"personal_well_being",100.2
"E54000038","NHS Somerset Integrated Care Board",2021,"physical_health_conditions",100.7
"E54000038","NHS Somerset Integrated Care Board",2021,"behavioural_risk_factors",109.2
"E54000038","NHS Somerset Integrated Care Board",2021,"children_and_young_people",107
"E54000038","NHS Somerset Integrated Care Board",2021,"physiological_risk_factors",99.1
"E54000038","NHS Somerset Integrated Care Board",2021,"protective_measures",102.9
"E54000038","NHS Somerset Integrated Care Board",2021,"access_to_green_space",105.9
"E54000038","NHS Somerset Integrated Care Board",2021,"access_to_services",86.1
"E54000038","NHS Somerset Integrated Care Board",2021,"crime",107.2
"E54000038","NHS Somerset Integrated Care Board",2021,"economic_and_working_conditions",107.6
"E54000038","NHS Somerset Integrated Care Board",2021,"living_conditions",119.5
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"difficulties_in_daily_life",96.7
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"mental_health",85.9
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"mortality",104.7
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"personal_well_being",89.1
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"physical_health_conditions",91.2
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"behavioural_risk_factors",103.1
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"children_and_young_people",106.9
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"physiological_risk_factors",100.9
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"protective_measures",101.6
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"access_to_green_space",98.4
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"access_to_services",101.1
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"crime",97.9
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"economic_and_working_conditions",110.6
"E54000039","NHS Bristol, North Somerset and South Gloucestershire Integrated Care Board",2021,"living_conditions",106.6
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",2021,"difficulties_in_daily_life",101.7
"E54000040","NHS Bath and North East Somerset, Swindon and Wiltshire Integrated Care Board",2021,"mental_health",88.4
