"icb22_code","icb22_name","year","indicator","value"
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"physical_activity",95.6
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"sedentary_behaviour",94
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"sexually_transmitted_infections",121.6
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"smoking",115.5
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"early_years_development",113.4
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"pupil_absences",102.9
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"pupil_attainment",103.7
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"teenage_pregnancy",108.2
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"young_people_in_education_employment_and_apprenticeships",97.1
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"high_blood_pressure",108.9
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"low_birth_weight",99.4
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"overweight_and_obesity_in_adults",87
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"overweight_and_obesity_in_children",90.3
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"cancer_screening_attendance",101.4
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"child_vaccination_coverage",107.5
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"private_outdoor_space",108.9
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"distance_to_gp_services",98.2
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"distance_to_pharmacies",96.4
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"distance_to_sports_or_leisure_facilities",93.6
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"internet_access",104.5
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"patients_offered_acceptable_gp_practice_appointments",101.6
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"low_level_crime",114
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"personal_crime",99.5
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"child_poverty",100.2
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"job_related_training",103
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"unemployment",106.9
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"workplace_safety",96.2
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"air_pollution",120.6
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"household_overcrowding",125.4
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"noise_complaints",101.3
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"road_safety",110.9
"E54000010","NHS Staffordshire and Stoke-on-Trent Integrated Care Board",2021,"rough_sleeping",102.4
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"disability",80.5
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"frailty",101.9
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"childrens_social_emotional_and_mental_health",99.4
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"mental_health_conditions",95.6
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"self_harm",104.3
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"suicides",93.8
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"avoidable_mortality",102.3
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"infant_mortality",94.6
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"life_expectancy",100.3
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"mortality_from_all_causes",101.5
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"activities_in_life_are_worthwhile",96.2
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"feelings_of_anxiety",92.9
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"happiness",94.4
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"life_satisfaction",94.5
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"cancer",92.4
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"cardiovascular_conditions",95.6
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"dementia",89
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"diabetes",101.6
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"kidney_and_liver_disease",98.6
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"musculoskeletal_conditions",93.3
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"respiratory_conditions",96.6
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"alcohol_misuse",106.3
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"drug_misuse",102.8
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"healthy_eating",102.9
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"physical_activity",105.5
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"sedentary_behaviour",102.2
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"sexually_transmitted_infections",111.3
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"smoking",109.9
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"early_years_development",112.2
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"pupil_absences",103.8
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"pupil_attainment",106.6
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"teenage_pregnancy",111
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"young_people_in_education_employment_and_apprenticeships",92.6
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"high_blood_pressure",96.1
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"low_birth_weight",106.9
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"overweight_and_obesity_in_adults",86.4
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"overweight_and_obesity_in_children",96.3
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"cancer_screening_attendance",99.4
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"child_vaccination_coverage",108.7
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"private_outdoor_space",103
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"distance_to_gp_services",90.9
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"distance_to_pharmacies",89.1
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"distance_to_sports_or_leisure_facilities",80.8
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"internet_access",90.7
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"patients_offered_acceptable_gp_practice_appointments",95.8
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"low_level_crime",109.1
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"personal_crime",100.6
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"child_poverty",103.2
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"job_related_training",102.1
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"unemployment",106.1
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"workplace_safety",101.6
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"air_pollution",127
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"household_overcrowding",126.8
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"noise_complaints",101.8
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"road_safety",116.5
"E54000011","NHS Shropshire, Telford and Wrekin Integrated Care Board",2021,"rough_sleeping",99.8
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"disability",71
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"frailty",103.6
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"childrens_social_emotional_and_mental_health",93.6
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"mental_health_conditions",93.6
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"self_harm",103.2
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"suicides",92.1
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"avoidable_mortality",99.3
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"infant_mortality",107.5
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"life_expectancy",97.5
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"mortality_from_all_causes",99.1
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"activities_in_life_are_worthwhile",96.6
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"feelings_of_anxiety",93.2
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"happiness",107.2
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"life_satisfaction",100.2
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"cancer",93.9
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"cardiovascular_conditions",93.1
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"dementia",100.4
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"diabetes",95.4
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"kidney_and_liver_disease",92.3
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"musculoskeletal_conditions",95.4
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"respiratory_conditions",98.3
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"alcohol_misuse",109.2
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"drug_misuse",101.5
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"healthy_eating",98.6
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"physical_activity",93.2
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"sedentary_behaviour",89.8
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"sexually_transmitted_infections",107.2
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"smoking",110.1
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"early_years_development",106.8
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"pupil_absences",96.4
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"pupil_attainment",104.8
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"teenage_pregnancy",109.5
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"young_people_in_education_employment_and_apprenticeships",102.6
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"high_blood_pressure",96.8
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"low_birth_weight",99.5
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"overweight_and_obesity_in_adults",89.2
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"overweight_and_obesity_in_children",89.2
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"cancer_screening_attendance",103.4
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"child_vaccination_coverage",101.1
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"private_outdoor_space",109.2
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"distance_to_gp_services",86.7
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"distance_to_pharmacies",88.5
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"distance_to_sports_or_leisure_facilities",82.6
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"internet_access",92.1
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"patients_offered_acceptable_gp_practice_appointments",94.7
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"low_level_crime",105.5
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"personal_crime",98.7
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"child_poverty",102.6
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"job_related_training",101.4
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"unemployment",102
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"workplace_safety",92.3
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"air_pollution",121.3
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"household_overcrowding",137.1
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"noise_complaints",99.5
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"road_safety",112.7
"E54000013","NHS Lincolnshire Integrated Care Board",2021,"rough_sleeping",104.1
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"disability",87.9
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"frailty",88.9
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"childrens_social_emotional_and_mental_health",97.4
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"mental_health_conditions",92.4
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"self_harm",108.5
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"suicides",103.1
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"avoidable_mortality",100.2
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"infant_mortality",96.5
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"life_expectancy",100.5
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"mortality_from_all_causes",97.5
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"activities_in_life_are_worthwhile",111.4
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"feelings_of_anxiety",90.6
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"happiness",103.4
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"life_satisfaction",104.4
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"cancer",103.8
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"cardiovascular_conditions",107.2
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"dementia",103.9
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"diabetes",98.2
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"kidney_and_liver_disease",105.2
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"musculoskeletal_conditions",102.4
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"respiratory_conditions",99
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"alcohol_misuse",104
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"drug_misuse",97.3
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"healthy_eating",97.3
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"physical_activity",94.1
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"sedentary_behaviour",92.6
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"sexually_transmitted_infections",126.1
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"smoking",114.3
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"early_years_development",109.3
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"pupil_absences",105
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"pupil_attainment",107.4
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"teenage_pregnancy",116.2
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"young_people_in_education_employment_and_apprenticeships",93
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"high_blood_pressure",104.1
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"low_birth_weight",90.9
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"overweight_and_obesity_in_adults",96
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"overweight_and_obesity_in_children",104.1
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"cancer_screening_attendance",94
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"child_vaccination_coverage",105.1
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"private_outdoor_space",102.1
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"distance_to_gp_services",98.6
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"distance_to_pharmacies",98
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"distance_to_sports_or_leisure_facilities",96
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"internet_access",109.1
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"patients_offered_acceptable_gp_practice_appointments",97.2
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"low_level_crime",113
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"personal_crime",93.9
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"child_poverty",103.7
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"job_related_training",99.8
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"unemployment",101.9
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"workplace_safety",103.2
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"air_pollution",111.8
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"household_overcrowding",120.1
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"noise_complaints",97.8
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"road_safety",106.1
"E54000015","NHS Leicester, Leicestershire and Rutland Integrated Care Board",2021,"rough_sleeping",104.8
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"disability",94.3
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"frailty",106.1
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"childrens_social_emotional_and_mental_health",93.3
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"mental_health_conditions",96.5
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"self_harm",104.8
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"suicides",98.3
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"avoidable_mortality",97.7
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"infant_mortality",93.4
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"life_expectancy",98
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"mortality_from_all_causes",98.6
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"activities_in_life_are_worthwhile",91.8
"E54000018","NHS Coventry and Warwickshire Integrated Care Board",2021,"feelings_of_anxiety",95.1
