"hsct22_name","date","year","month","specialty","waits_over_18_weeks","waits_over_52_weeks"
"Belfast",2019-03-01,2019,"Mar","Learning Disability",0,0
"Belfast",2019-03-01,2019,"Mar","Medical Oncology",0,0
"Belfast",2019-03-01,2019,"Mar","Nephrology",5,1
"Belfast",2019-03-01,2019,"Mar","Neurology",24,3217
"Belfast",2019-03-01,2019,"Mar","Neurosurgery",31,71
"Belfast",2019-03-01,2019,"Mar","Old Age Psychiatry",0,0
"Belfast",2019-03-01,2019,"Mar","Ophthalmology",511,7121
"Belfast",2019-03-01,2019,"Mar","Oral Surgery",8,23
"Belfast",2019-03-01,2019,"Mar","Orthodontics",0,0
"Belfast",2019-03-01,2019,"Mar","Paediatric Dentistry",9,110
"Belfast",2019-03-01,2019,"Mar","Paediatric Neurology",7,0
"Belfast",2019-03-01,2019,"Mar","Paediatric Surgery",48,166
"Belfast",2019-03-01,2019,"Mar","Paediatrics",24,996
"Belfast",2019-03-01,2019,"Mar","Pain Management",4,537
"Belfast",2019-03-01,2019,"Mar","Palliative Medicine",0,0
"Belfast",2019-03-01,2019,"Mar","Plastic Surgery",56,533
"Belfast",2019-03-01,2019,"Mar","Radiology",1,16
"Belfast",2019-03-01,2019,"Mar","Rehabilitation",0,5
"Belfast",2019-03-01,2019,"Mar","Restorative Dentistry",3,1
"Belfast",2019-03-01,2019,"Mar","Rheumatology",4,2714
"Belfast",2019-03-01,2019,"Mar","T & O Surgery",663,10618
"Belfast",2019-03-01,2019,"Mar","Thoracic Medicine",3,53
"Belfast",2019-03-01,2019,"Mar","Thoracic Surgery",16,110
"Belfast",2019-03-01,2019,"Mar","Urology",207,1607
"Belfast",2019-09-01,2019,"Sep","Anaesthetics",0,0
"Belfast",2019-09-01,2019,"Sep","Cardiac Surgery",5,1
"Belfast",2019-09-01,2019,"Sep","Cardiology",40,189
"Belfast",2019-09-01,2019,"Sep","Chemical Pathology",0,0
"Belfast",2019-09-01,2019,"Sep","Child & Adolescent Psychiatry",0,0
"Belfast",2019-09-01,2019,"Sep","Clinical Genetics",0,1
"Belfast",2019-09-01,2019,"Sep","Clinical Oncology",0,0
"Belfast",2019-09-01,2019,"Sep","Dental Medicine Specialties",0,0
"Belfast",2019-09-01,2019,"Sep","Dermatology",4,2675
"Belfast",2019-09-01,2019,"Sep","ENT",132,5944
"Belfast",2019-09-01,2019,"Sep","Endocrinology",2,87
"Belfast",2019-09-01,2019,"Sep","Gastroenterology",212,976
"Belfast",2019-09-01,2019,"Sep","General Medicine",1,2703
"Belfast",2019-09-01,2019,"Sep","General Surgery",354,3867
"Belfast",2019-09-01,2019,"Sep","Geriatric Medicine",0,4
"Belfast",2019-09-01,2019,"Sep","Gynaecology",120,2057
"Belfast",2019-09-01,2019,"Sep","Haematology (Clinical)",0,25
"Belfast",2019-09-01,2019,"Sep","Infectious Diseases",0,29
"Belfast",2019-09-01,2019,"Sep","Learning Disability",0,0
"Belfast",2019-09-01,2019,"Sep","Medical Oncology",0,0
"Belfast",2019-09-01,2019,"Sep","Nephrology",1,2
"Belfast",2019-09-01,2019,"Sep","Neurology",14,2755
"Belfast",2019-09-01,2019,"Sep","Neurosurgery",17,89
"Belfast",2019-09-01,2019,"Sep","Old Age Psychiatry",0,0
"Belfast",2019-09-01,2019,"Sep","Ophthalmology",268,11921
"Belfast",2019-09-01,2019,"Sep","Oral Surgery",8,10
"Belfast",2019-09-01,2019,"Sep","Orthodontics",0,0
"Belfast",2019-09-01,2019,"Sep","Paediatric Dentistry",20,86
"Belfast",2019-09-01,2019,"Sep","Paediatric Neurology",7,0
"Belfast",2019-09-01,2019,"Sep","Paediatric Surgery",40,155
"Belfast",2019-09-01,2019,"Sep","Paediatrics",16,1391
"Belfast",2019-09-01,2019,"Sep","Pain Management",5,724
"Belfast",2019-09-01,2019,"Sep","Palliative Medicine",0,0
"Belfast",2019-09-01,2019,"Sep","Plastic Surgery",54,605
"Belfast",2019-09-01,2019,"Sep","Radiology",0,17
"Belfast",2019-09-01,2019,"Sep","Rehabilitation",0,12
"Belfast",2019-09-01,2019,"Sep","Restorative Dentistry",4,0
"Belfast",2019-09-01,2019,"Sep","Rheumatology",0,3200
"Belfast",2019-09-01,2019,"Sep","T & O Surgery",685,9531
"Belfast",2019-09-01,2019,"Sep","Thoracic Medicine",4,109
"Belfast",2019-09-01,2019,"Sep","Thoracic Surgery",13,126
"Belfast",2019-09-01,2019,"Sep","Urology",132,2053
"Belfast",2020-12-01,2020,"Dec","Cardiac Surgery",15,8
"Belfast",2020-12-01,2020,"Dec","Cardiology",29,749
"Belfast",2020-12-01,2020,"Dec","Chemical Pathology",0,2
"Belfast",2020-12-01,2020,"Dec","Clinical Genetics",0,88
"Belfast",2020-12-01,2020,"Dec","Clinical Oncology",0,0
"Belfast",2020-12-01,2020,"Dec","Dental Medicine Specialties",0,454
"Belfast",2020-12-01,2020,"Dec","Dermatology",1,3448
"Belfast",2020-12-01,2020,"Dec","ENT",22,10776
"Belfast",2020-12-01,2020,"Dec","Endocrinology",2,133
"Belfast",2020-12-01,2020,"Dec","Gastroenterology",127,2505
"Belfast",2020-12-01,2020,"Dec","General Medicine",0,3575
"Belfast",2020-12-01,2020,"Dec","General Surgery",147,7954
"Belfast",2020-12-01,2020,"Dec","Geriatric Medicine",0,7
"Belfast",2020-12-01,2020,"Dec","Gynaecology",42,2964
"Belfast",2020-12-01,2020,"Dec","Haematology (Clinical)",0,14
"Belfast",2020-12-01,2020,"Dec","Infectious Diseases",0,109
"Belfast",2020-12-01,2020,"Dec","Learning Disability",0,0
"Belfast",2020-12-01,2020,"Dec","Medical Oncology",0,2
"Belfast",2020-12-01,2020,"Dec","Nephrology",16,18
"Belfast",2020-12-01,2020,"Dec","Neurology",13,3146
"Belfast",2020-12-01,2020,"Dec","Neurosurgery",14,307
"Belfast",2020-12-01,2020,"Dec","Old Age Psychiatry",0,0
"Belfast",2020-12-01,2020,"Dec","Ophthalmology",148,11112
"Belfast",2020-12-01,2020,"Dec","Oral Surgery",6,12
"Belfast",2020-12-01,2020,"Dec","Orthodontics",0,31
"Belfast",2020-12-01,2020,"Dec","Paediatric Dentistry",2,326
"Belfast",2020-12-01,2020,"Dec","Paediatric Neurology",0,5
"Belfast",2020-12-01,2020,"Dec","Paediatric Surgery",22,442
"Belfast",2020-12-01,2020,"Dec","Paediatrics",6,3627
"Belfast",2020-12-01,2020,"Dec","Pain Management",0,1435
"Belfast",2020-12-01,2020,"Dec","Palliative Medicine",0,0
"Belfast",2020-12-01,2020,"Dec","Plastic Surgery",7,1110
"Belfast",2020-12-01,2020,"Dec","Radiology",1,39
"Belfast",2020-12-01,2020,"Dec","Rehabilitation",0,21
"Belfast",2020-12-01,2020,"Dec","Restorative Dentistry",0,812
"Belfast",2020-12-01,2020,"Dec","Rheumatology",0,3821
"Belfast",2020-12-01,2020,"Dec","T & O Surgery",271,13663
"Belfast",2020-12-01,2020,"Dec","Thoracic Medicine",0,399
"Belfast",2020-12-01,2020,"Dec","Thoracic Surgery",5,228
"Belfast",2020-12-01,2020,"Dec","Urology",107,3780
"Belfast",2020-06-01,2020,"Jun","Cardiac Surgery",24,0
"Belfast",2020-06-01,2020,"Jun","Cardiology",43,548
"Belfast",2020-06-01,2020,"Jun","Chemical Pathology",0,1
"Belfast",2020-06-01,2020,"Jun","Clinical Genetics",0,195
"Belfast",2020-06-01,2020,"Jun","Clinical Oncology",0,0
"Belfast",2020-06-01,2020,"Jun","Dental Medicine Specialties",0,2
"Belfast",2020-06-01,2020,"Jun","Dermatology",5,3624
"Belfast",2020-06-01,2020,"Jun","ENT",218,8393
"Belfast",2020-06-01,2020,"Jun","Endocrinology",7,114
"Belfast",2020-06-01,2020,"Jun","Gastroenterology",272,1701
"Belfast",2020-06-01,2020,"Jun","General Medicine",0,3206
"Belfast",2020-06-01,2020,"Jun","General Surgery",404,5512
"Belfast",2020-06-01,2020,"Jun","Geriatric Medicine",0,11
"Belfast",2020-06-01,2020,"Jun","Gynaecology",156,3037
"Belfast",2020-06-01,2020,"Jun","Haematology (Clinical)",0,9
"Belfast",2020-06-01,2020,"Jun","Infectious Diseases",0,59
"Belfast",2020-06-01,2020,"Jun","Learning Disability",0,0
"Belfast",2020-06-01,2020,"Jun","Medical Oncology",0,1
"Belfast",2020-06-01,2020,"Jun","Nephrology",8,7
"Belfast",2020-06-01,2020,"Jun","Neurology",23,2628
"Belfast",2020-06-01,2020,"Jun","Neurosurgery",24,170
"Belfast",2020-06-01,2020,"Jun","Old Age Psychiatry",0,0
"Belfast",2020-06-01,2020,"Jun","Ophthalmology",318,15503
"Belfast",2020-06-01,2020,"Jun","Oral Surgery",33,3
"Belfast",2020-06-01,2020,"Jun","Orthodontics",0,0
"Belfast",2020-06-01,2020,"Jun","Paediatric Dentistry",26,98
"Belfast",2020-06-01,2020,"Jun","Paediatric Neurology",1,4
"Belfast",2020-06-01,2020,"Jun","Paediatric Surgery",47,275
"Belfast",2020-06-01,2020,"Jun","Paediatrics",26,2197
"Belfast",2020-06-01,2020,"Jun","Pain Management",22,1003
"Belfast",2020-06-01,2020,"Jun","Palliative Medicine",0,0
"Belfast",2020-06-01,2020,"Jun","Plastic Surgery",63,840
"Belfast",2020-06-01,2020,"Jun","Radiology",8,27
"Belfast",2020-06-01,2020,"Jun","Rehabilitation",0,20
"Belfast",2020-06-01,2020,"Jun","Restorative Dentistry",39,217
"Belfast",2020-06-01,2020,"Jun","Rheumatology",0,3665
"Belfast",2020-06-01,2020,"Jun","T & O Surgery",806,10690
"Belfast",2020-06-01,2020,"Jun","Thoracic Medicine",1,183
"Belfast",2020-06-01,2020,"Jun","Thoracic Surgery",8,198
"Belfast",2020-06-01,2020,"Jun","Urology",184,2901
"Belfast",2020-03-01,2020,"Mar","Cardiac Surgery",17,0
"Belfast",2020-03-01,2020,"Mar","Cardiology",47,303
"Belfast",2020-03-01,2020,"Mar","Chemical Pathology",0,1
"Belfast",2020-03-01,2020,"Mar","Clinical Genetics",0,146
"Belfast",2020-03-01,2020,"Mar","Clinical Oncology",0,0
"Belfast",2020-03-01,2020,"Mar","Dental Medicine Specialties",0,1
"Belfast",2020-03-01,2020,"Mar","Dermatology",5,3203
"Belfast",2020-03-01,2020,"Mar","ENT",170,7270
"Belfast",2020-03-01,2020,"Mar","Endocrinology",5,113
"Belfast",2020-03-01,2020,"Mar","Gastroenterology",193,1380
"Belfast",2020-03-01,2020,"Mar","General Medicine",0,2971
"Belfast",2020-03-01,2020,"Mar","General Surgery",317,4248
"Belfast",2020-03-01,2020,"Mar","Geriatric Medicine",0,10
"Belfast",2020-03-01,2020,"Mar","Gynaecology",141,2470
"Belfast",2020-03-01,2020,"Mar","Haematology (Clinical)",0,9
"Belfast",2020-03-01,2020,"Mar","Infectious Diseases",0,32
"Belfast",2020-03-01,2020,"Mar","Learning Disability",0,0
"Belfast",2020-03-01,2020,"Mar","Medical Oncology",0,1
"Belfast",2020-03-01,2020,"Mar","Nephrology",11,3
"Belfast",2020-03-01,2020,"Mar","Neurology",27,2450
"Belfast",2020-03-01,2020,"Mar","Neurosurgery",18,163
"Belfast",2020-03-01,2020,"Mar","Old Age Psychiatry",0,0
"Belfast",2020-03-01,2020,"Mar","Ophthalmology",284,14014
"Belfast",2020-03-01,2020,"Mar","Oral Surgery",9,0
"Belfast",2020-03-01,2020,"Mar","Orthodontics",0,0
"Belfast",2020-03-01,2020,"Mar","Paediatric Dentistry",15,22
"Belfast",2020-03-01,2020,"Mar","Paediatric Neurology",1,2
"Belfast",2020-03-01,2020,"Mar","Paediatric Surgery",40,203
"Belfast",2020-03-01,2020,"Mar","Paediatrics",31,1780
"Belfast",2020-03-01,2020,"Mar","Pain Management",1,777
"Belfast",2020-03-01,2020,"Mar","Palliative Medicine",0,0
"Belfast",2020-03-01,2020,"Mar","Plastic Surgery",78,702
"Belfast",2020-03-01,2020,"Mar","Radiology",3,21
"Belfast",2020-03-01,2020,"Mar","Rehabilitation",0,19
"Belfast",2020-03-01,2020,"Mar","Restorative Dentistry",8,10
"Belfast",2020-03-01,2020,"Mar","Rheumatology",0,3543
"Belfast",2020-03-01,2020,"Mar","T & O Surgery",764,9075
"Belfast",2020-03-01,2020,"Mar","Thoracic Medicine",1,144
"Belfast",2020-03-01,2020,"Mar","Thoracic Surgery",14,169
"Belfast",2020-03-01,2020,"Mar","Urology",154,2503
"Belfast",2020-09-01,2020,"Sep","Cardiac Surgery",14,0
"Belfast",2020-09-01,2020,"Sep","Cardiology",37,645
"Belfast",2020-09-01,2020,"Sep","Chemical Pathology",0,2
"Belfast",2020-09-01,2020,"Sep","Clinical Genetics",0,197
"Belfast",2020-09-01,2020,"Sep","Clinical Oncology",0,0
"Belfast",2020-09-01,2020,"Sep","Dental Medicine Specialties",0,175
"Belfast",2020-09-01,2020,"Sep","Dermatology",5,3129
"Belfast",2020-09-01,2020,"Sep","ENT",9,9711
"Belfast",2020-09-01,2020,"Sep","Endocrinology",0,126
"Belfast",2020-09-01,2020,"Sep","Gastroenterology",116,2070
"Belfast",2020-09-01,2020,"Sep","General Medicine",0,3394
"Belfast",2020-09-01,2020,"Sep","General Surgery",63,6585
"Belfast",2020-09-01,2020,"Sep","Geriatric Medicine",0,9
"Belfast",2020-09-01,2020,"Sep","Gynaecology",22,3039
"Belfast",2020-09-01,2020,"Sep","Haematology (Clinical)",0,10
"Belfast",2020-09-01,2020,"Sep","Infectious Diseases",0,86
"Belfast",2020-09-01,2020,"Sep","Learning Disability",0,0
"Belfast",2020-09-01,2020,"Sep","Medical Oncology",0,2
"Belfast",2020-09-01,2020,"Sep","Nephrology",1,8
"Belfast",2020-09-01,2020,"Sep","Neurology",10,2693
"Belfast",2020-09-01,2020,"Sep","Neurosurgery",11,231
"Belfast",2020-09-01,2020,"Sep","Old Age Psychiatry",0,0
"Belfast",2020-09-01,2020,"Sep","Ophthalmology",50,17059
"Belfast",2020-09-01,2020,"Sep","Oral Surgery",3,3
"Belfast",2020-09-01,2020,"Sep","Orthodontics",0,0
"Belfast",2020-09-01,2020,"Sep","Paediatric Dentistry",3,189
"Belfast",2020-09-01,2020,"Sep","Paediatric Neurology",0,10
"Belfast",2020-09-01,2020,"Sep","Paediatric Surgery",10,373
"Belfast",2020-09-01,2020,"Sep","Paediatrics",5,2544
"Belfast",2020-09-01,2020,"Sep","Pain Management",0,1295
"Belfast",2020-09-01,2020,"Sep","Palliative Medicine",0,0
"Belfast",2020-09-01,2020,"Sep","Plastic Surgery",6,972
"Belfast",2020-09-01,2020,"Sep","Radiology",5,35
"Belfast",2020-09-01,2020,"Sep","Rehabilitation",0,18
"Belfast",2020-09-01,2020,"Sep","Restorative Dentistry",0,514
"Belfast",2020-09-01,2020,"Sep","Rheumatology",0,3841
"Belfast",2020-09-01,2020,"Sep","T & O Surgery",99,12568
"Belfast",2020-09-01,2020,"Sep","Thoracic Medicine",0,234
"Belfast",2020-09-01,2020,"Sep","Thoracic Surgery",0,213
"Belfast",2020-09-01,2020,"Sep","Urology",83,3346
"Belfast",2021-12-01,2021,"Dec","Anaesthetics",0,0
"Belfast",2021-12-01,2021,"Dec","Cardiac Surgery",19,30
"Belfast",2021-12-01,2021,"Dec","Cardiology",47,833
"Belfast",2021-12-01,2021,"Dec","Chemical Pathology",0,4
"Belfast",2021-12-01,2021,"Dec","Clinical Genetics",0,0
"Belfast",2021-12-01,2021,"Dec","Clinical Neuro-Physiology",0,1
"Belfast",2021-12-01,2021,"Dec","Clinical Oncology",0,0
"Belfast",2021-12-01,2021,"Dec","Dental Medicine Specialties",0,4
"Belfast",2021-12-01,2021,"Dec","Dermatology",8,4240
"Belfast",2021-12-01,2021,"Dec","ENT",92,9172
"Belfast",2021-12-01,2021,"Dec","Endocrinology",2,265
"Belfast",2021-12-01,2021,"Dec","Gastroenterology",91,3302
"Belfast",2021-12-01,2021,"Dec","General Medicine",1,3138
"Belfast",2021-12-01,2021,"Dec","General Surgery",168,9493
"Belfast",2021-12-01,2021,"Dec","Geriatric Medicine",0,14
"Belfast",2021-12-01,2021,"Dec","Gynaecology",85,1748
"Belfast",2021-12-01,2021,"Dec","Haematology (Clinical)",0,3
"Belfast",2021-12-01,2021,"Dec","Infectious Diseases",0,61
"Belfast",2021-12-01,2021,"Dec","Learning Disability",0,0
"Belfast",2021-12-01,2021,"Dec","Medical Oncology",0,2
"Belfast",2021-12-01,2021,"Dec","Nephrology",16,32
"Belfast",2021-12-01,2021,"Dec","Neurology",7,4446
"Belfast",2021-12-01,2021,"Dec","Neurosurgery",22,370
"Belfast",2021-12-01,2021,"Dec","Old Age Psychiatry",0,0
"Belfast",2021-12-01,2021,"Dec","Ophthalmology",170,11007
"Belfast",2021-12-01,2021,"Dec","Oral Surgery",15,31
"Belfast",2021-12-01,2021,"Dec","Orthodontics",0,57
"Belfast",2021-12-01,2021,"Dec","Paediatric Dentistry",11,19
"Belfast",2021-12-01,2021,"Dec","Paediatric Neurology",2,8
"Belfast",2021-12-01,2021,"Dec","Paediatric Surgery",22,559
"Belfast",2021-12-01,2021,"Dec","Paediatrics",4,4729
"Belfast",2021-12-01,2021,"Dec","Pain Management",3,424
"Belfast",2021-12-01,2021,"Dec","Palliative Medicine",0,0
"Belfast",2021-12-01,2021,"Dec","Plastic Surgery",9,1118
"Belfast",2021-12-01,2021,"Dec","Radiology",0,34
"Belfast",2021-12-01,2021,"Dec","Rehabilitation",0,32
"Belfast",2021-12-01,2021,"Dec","Restorative Dentistry",0,661
"Belfast",2021-12-01,2021,"Dec","Rheumatology",0,4116
"Belfast",2021-12-01,2021,"Dec","T & O Surgery",368,15756
"Belfast",2021-12-01,2021,"Dec","Thoracic Medicine",0,743
"Belfast",2021-12-01,2021,"Dec","Thoracic Surgery",13,272
"Belfast",2021-12-01,2021,"Dec","Urology",61,4203
"Belfast",2021-06-01,2021,"Jun","Anaesthetics",0,0
"Belfast",2021-06-01,2021,"Jun","Cardiac Surgery",21,17
"Belfast",2021-06-01,2021,"Jun","Cardiology",36,658
"Belfast",2021-06-01,2021,"Jun","Chemical Pathology",0,4
"Belfast",2021-06-01,2021,"Jun","Clinical Genetics",0,0
"Belfast",2021-06-01,2021,"Jun","Clinical Oncology",0,0
"Belfast",2021-06-01,2021,"Jun","Dental Medicine Specialties",0,321
"Belfast",2021-06-01,2021,"Jun","Dermatology",3,4081
"Belfast",2021-06-01,2021,"Jun","ENT",82,10590
"Belfast",2021-06-01,2021,"Jun","Endocrinology",0,189
"Belfast",2021-06-01,2021,"Jun","Gastroenterology",104,2907
"Belfast",2021-06-01,2021,"Jun","General Medicine",0,3149
"Belfast",2021-06-01,2021,"Jun","General Surgery",169,9163
"Belfast",2021-06-01,2021,"Jun","Geriatric Medicine",0,9
"Belfast",2021-06-01,2021,"Jun","Gynaecology",42,1688
"Belfast",2021-06-01,2021,"Jun","Haematology (Clinical)",0,18
"Belfast",2021-06-01,2021,"Jun","Infectious Diseases",0,119
"Belfast",2021-06-01,2021,"Jun","Learning Disability",0,0
"Belfast",2021-06-01,2021,"Jun","Medical Oncology",0,2
"Belfast",2021-06-01,2021,"Jun","Nephrology",6,28
"Belfast",2021-06-01,2021,"Jun","Neurology",5,3940
"Belfast",2021-06-01,2021,"Jun","Neurosurgery",20,383
"Belfast",2021-06-01,2021,"Jun","Old Age Psychiatry",0,0
"Belfast",2021-06-01,2021,"Jun","Ophthalmology",120,11062
"Belfast",2021-06-01,2021,"Jun","Oral Surgery",1,61
"Belfast",2021-06-01,2021,"Jun","Orthodontics",0,90
"Belfast",2021-06-01,2021,"Jun","Paediatric Dentistry",18,243
"Belfast",2021-06-01,2021,"Jun","Paediatric Neurology",0,23
"Belfast",2021-06-01,2021,"Jun","Paediatric Surgery",22,540
"Belfast",2021-06-01,2021,"Jun","Paediatrics",7,4282
"Belfast",2021-06-01,2021,"Jun","Pain Management",4,1345
"Belfast",2021-06-01,2021,"Jun","Palliative Medicine",0,0
"Belfast",2021-06-01,2021,"Jun","Plastic Surgery",18,1190
"Belfast",2021-06-01,2021,"Jun","Radiology",0,47
"Belfast",2021-06-01,2021,"Jun","Rehabilitation",0,24
"Belfast",2021-06-01,2021,"Jun","Restorative Dentistry",0,1138
"Belfast",2021-06-01,2021,"Jun","Rheumatology",0,4070
"Belfast",2021-06-01,2021,"Jun","T & O Surgery",305,16813
"Belfast",2021-06-01,2021,"Jun","Thoracic Medicine",0,697
"Belfast",2021-06-01,2021,"Jun","Thoracic Surgery",7,250
"Belfast",2021-06-01,2021,"Jun","Urology",87,4286
"Belfast",2021-03-01,2021,"Mar","Cardiac Surgery",37,28
"Belfast",2021-03-01,2021,"Mar","Cardiology",32,814
"Belfast",2021-03-01,2021,"Mar","Chemical Pathology",0,4
"Belfast",2021-03-01,2021,"Mar","Clinical Genetics",0,0
"Belfast",2021-03-01,2021,"Mar","Clinical Oncology",0,0
"Belfast",2021-03-01,2021,"Mar","Dental Medicine Specialties",0,530
