"nhs_trust22_code","date","name","value"
"RPG","January 2022","Percentage_Deterioration","5"
"RPG","January 2022","Percentage_Improvement","68"
"RPG","January 2022","Count_Deterioration","10"
"RPG","January 2022","Percentage_Recovery","54"
"RPG","January 2022","Percentage_ReliableRecovery","50"
"RQX","January 2022","Count_ReferralsReceived","1160"
"RQX","January 2022","Count_AccessingServices","625"
"RQX","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","98"
"RQX","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"RQX","January 2022","Count_EndedReferrals","920"
"RQX","January 2022","Count_FinishedCourseTreatment","280"
"RQX","January 2022","Percentage_Deterioration","5"
"RQX","January 2022","Percentage_Improvement","71"
"RQX","January 2022","Count_Deterioration","15"
"RQX","January 2022","Percentage_Recovery","55"
"RQX","January 2022","Percentage_ReliableRecovery","53"
"RRE","January 2022","Count_ReferralsReceived","4535"
"RRE","January 2022","Count_AccessingServices","3335"
"RRE","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","91"
"RRE","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","98"
"RRE","January 2022","Count_EndedReferrals","3840"
"RRE","January 2022","Count_FinishedCourseTreatment","1745"
"RRE","January 2022","Percentage_Deterioration","5"
"RRE","January 2022","Percentage_Improvement","70"
"RRE","January 2022","Count_Deterioration","85"
"RRE","January 2022","Percentage_Recovery","51"
"RRE","January 2022","Percentage_ReliableRecovery","49"
"RRF","January 2022","Count_ReferralsReceived","165"
"RRF","January 2022","Count_AccessingServices","120"
"RRF","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment",NA
"RRF","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment",NA
"RRF","January 2022","Count_EndedReferrals","50"
"RRF","January 2022","Count_FinishedCourseTreatment",NA
"RRF","January 2022","Percentage_Deterioration",NA
"RRF","January 2022","Percentage_Improvement",NA
"RRF","January 2022","Count_Deterioration",NA
"RRF","January 2022","Percentage_Recovery",NA
"RRF","January 2022","Percentage_ReliableRecovery",NA
"RT2","January 2022","Count_ReferralsReceived","2920"
"RT2","January 2022","Count_AccessingServices","1280"
"RT2","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","77"
"RT2","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","94"
"RT2","January 2022","Count_EndedReferrals","2695"
"RT2","January 2022","Count_FinishedCourseTreatment","650"
"RT2","January 2022","Percentage_Deterioration","6"
"RT2","January 2022","Percentage_Improvement","67"
"RT2","January 2022","Count_Deterioration","40"
"RT2","January 2022","Percentage_Recovery","51"
"RT2","January 2022","Percentage_ReliableRecovery","49"
"RTD","January 2022","Count_ReferralsReceived","815"
"RTD","January 2022","Count_AccessingServices","550"
"RTD","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","95"
"RTD","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"RTD","January 2022","Count_EndedReferrals","850"
"RTD","January 2022","Count_FinishedCourseTreatment","320"
"RTD","January 2022","Percentage_Deterioration","6"
"RTD","January 2022","Percentage_Improvement","61"
"RTD","January 2022","Count_Deterioration","20"
"RTD","January 2022","Percentage_Recovery","38"
"RTD","January 2022","Percentage_ReliableRecovery","37"
"RTQ","January 2022","Count_ReferralsReceived","1390"
"RTQ","January 2022","Count_AccessingServices","1065"
"RTQ","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","100"
"RTQ","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"RTQ","January 2022","Count_EndedReferrals","1300"
"RTQ","January 2022","Count_FinishedCourseTreatment","435"
"RTQ","January 2022","Percentage_Deterioration","9"
"RTQ","January 2022","Percentage_Improvement","68"
"RTQ","January 2022","Count_Deterioration","35"
"RTQ","January 2022","Percentage_Recovery","49"
"RTQ","January 2022","Percentage_ReliableRecovery","48"
"RV9","January 2022","Count_ReferralsReceived","765"
"RV9","January 2022","Count_AccessingServices","480"
"RV9","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","65"
"RV9","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","99"
"RV9","January 2022","Count_EndedReferrals","730"
"RV9","January 2022","Count_FinishedCourseTreatment","305"
"RV9","January 2022","Percentage_Deterioration","4"
"RV9","January 2022","Percentage_Improvement","74"
"RV9","January 2022","Count_Deterioration","15"
"RV9","January 2022","Percentage_Recovery","55"
"RV9","January 2022","Percentage_ReliableRecovery","52"
"RVN","January 2022","Count_ReferralsReceived","955"
"RVN","January 2022","Count_AccessingServices","745"
"RVN","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","93"
"RVN","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","98"
"RVN","January 2022","Count_EndedReferrals","1465"
"RVN","January 2022","Count_FinishedCourseTreatment","915"
"RVN","January 2022","Percentage_Deterioration","10"
"RVN","January 2022","Percentage_Improvement","51"
"RVN","January 2022","Count_Deterioration","95"
"RVN","January 2022","Percentage_Recovery","18"
"RVN","January 2022","Percentage_ReliableRecovery","17"
"RW1","January 2022","Count_ReferralsReceived","2550"
"RW1","January 2022","Count_AccessingServices","1830"
"RW1","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","94"
"RW1","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"RW1","January 2022","Count_EndedReferrals","2180"
"RW1","January 2022","Count_FinishedCourseTreatment","790"
"RW1","January 2022","Percentage_Deterioration","5"
"RW1","January 2022","Percentage_Improvement","63"
"RW1","January 2022","Count_Deterioration","40"
"RW1","January 2022","Percentage_Recovery","54"
"RW1","January 2022","Percentage_ReliableRecovery","51"
"RW4","January 2022","Count_ReferralsReceived","2950"
"RW4","January 2022","Count_AccessingServices","2120"
"RW4","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","92"
"RW4","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","98"
"RW4","January 2022","Count_EndedReferrals","2745"
"RW4","January 2022","Count_FinishedCourseTreatment","1010"
"RW4","January 2022","Percentage_Deterioration","8"
"RW4","January 2022","Percentage_Improvement","64"
"RW4","January 2022","Count_Deterioration","80"
"RW4","January 2022","Percentage_Recovery","48"
"RW4","January 2022","Percentage_ReliableRecovery","46"
"RWV","January 2022","Count_ReferralsReceived","2795"
"RWV","January 2022","Count_AccessingServices","1745"
"RWV","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","98"
"RWV","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"RWV","January 2022","Count_EndedReferrals","2125"
"RWV","January 2022","Count_FinishedCourseTreatment","950"
"RWV","January 2022","Percentage_Deterioration","6"
"RWV","January 2022","Percentage_Improvement","64"
"RWV","January 2022","Count_Deterioration","55"
"RWV","January 2022","Percentage_Recovery","51"
"RWV","January 2022","Percentage_ReliableRecovery","47"
"RWX","January 2022","Count_ReferralsReceived","2415"
"RWX","January 2022","Count_AccessingServices","1590"
"RWX","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","98"
"RWX","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"RWX","January 2022","Count_EndedReferrals","2090"
"RWX","January 2022","Count_FinishedCourseTreatment","1075"
"RWX","January 2022","Percentage_Deterioration","6"
"RWX","January 2022","Percentage_Improvement","64"
"RWX","January 2022","Count_Deterioration","65"
"RWX","January 2022","Percentage_Recovery","49"
"RWX","January 2022","Percentage_ReliableRecovery","46"
"RX2","January 2022","Count_ReferralsReceived","1195"
"RX2","January 2022","Count_AccessingServices","870"
"RX2","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","95"
"RX2","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"RX2","January 2022","Count_EndedReferrals","1040"
"RX2","January 2022","Count_FinishedCourseTreatment","570"
"RX2","January 2022","Percentage_Deterioration","5"
"RX2","January 2022","Percentage_Improvement","68"
"RX2","January 2022","Count_Deterioration","30"
"RX2","January 2022","Percentage_Recovery","51"
"RX2","January 2022","Percentage_ReliableRecovery","48"
"RXE","January 2022","Count_ReferralsReceived","2120"
"RXE","January 2022","Count_AccessingServices","1430"
"RXE","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","92"
"RXE","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","98"
"RXE","January 2022","Count_EndedReferrals","1960"
"RXE","January 2022","Count_FinishedCourseTreatment","740"
"RXE","January 2022","Percentage_Deterioration","7"
"RXE","January 2022","Percentage_Improvement","62"
"RXE","January 2022","Count_Deterioration","50"
"RXE","January 2022","Percentage_Recovery","48"
"RXE","January 2022","Percentage_ReliableRecovery","46"
"RXL","January 2022","Count_ReferralsReceived","405"
"RXL","January 2022","Count_AccessingServices","275"
"RXL","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","96"
"RXL","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","98"
"RXL","January 2022","Count_EndedReferrals","320"
"RXL","January 2022","Count_FinishedCourseTreatment","175"
"RXL","January 2022","Percentage_Deterioration","3"
"RXL","January 2022","Percentage_Improvement","73"
"RXL","January 2022","Count_Deterioration","5"
"RXL","January 2022","Percentage_Recovery","52"
"RXL","January 2022","Percentage_ReliableRecovery","50"
"RXM","January 2022","Count_ReferralsReceived","925"
"RXM","January 2022","Count_AccessingServices","890"
"RXM","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","94"
"RXM","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","99"
"RXM","January 2022","Count_EndedReferrals","890"
"RXM","January 2022","Count_FinishedCourseTreatment","585"
"RXM","January 2022","Percentage_Deterioration","4"
"RXM","January 2022","Percentage_Improvement","61"
"RXM","January 2022","Count_Deterioration","25"
"RXM","January 2022","Percentage_Recovery","49"
"RXM","January 2022","Percentage_ReliableRecovery","47"
"RXT","January 2022","Count_ReferralsReceived","2045"
"RXT","January 2022","Count_AccessingServices","1365"
"RXT","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","30"
"RXT","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","70"
"RXT","January 2022","Count_EndedReferrals","1870"
"RXT","January 2022","Count_FinishedCourseTreatment","565"
"RXT","January 2022","Percentage_Deterioration","6"
"RXT","January 2022","Percentage_Improvement","66"
"RXT","January 2022","Count_Deterioration","35"
"RXT","January 2022","Percentage_Recovery","48"
"RXT","January 2022","Percentage_ReliableRecovery","45"
"RXV","January 2022","Count_ReferralsReceived","4590"
"RXV","January 2022","Count_AccessingServices","2485"
"RXV","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","87"
"RXV","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","99"
"RXV","January 2022","Count_EndedReferrals","4225"
"RXV","January 2022","Count_FinishedCourseTreatment","1320"
"RXV","January 2022","Percentage_Deterioration","6"
"RXV","January 2022","Percentage_Improvement","65"
"RXV","January 2022","Count_Deterioration","80"
"RXV","January 2022","Percentage_Recovery","44"
"RXV","January 2022","Percentage_ReliableRecovery","42"
"RY6","January 2022","Count_ReferralsReceived","2845"
"RY6","January 2022","Count_AccessingServices","2650"
"RY6","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","94"
"RY6","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"RY6","January 2022","Count_EndedReferrals","2595"
"RY6","January 2022","Count_FinishedCourseTreatment","535"
"RY6","January 2022","Percentage_Deterioration","7"
"RY6","January 2022","Percentage_Improvement","65"
"RY6","January 2022","Count_Deterioration","40"
"RY6","January 2022","Percentage_Recovery","46"
"RY6","January 2022","Percentage_ReliableRecovery","43"
"RYG","January 2022","Count_ReferralsReceived","2655"
"RYG","January 2022","Count_AccessingServices","1620"
"RYG","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","95"
"RYG","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"RYG","January 2022","Count_EndedReferrals","2155"
"RYG","January 2022","Count_FinishedCourseTreatment","710"
"RYG","January 2022","Percentage_Deterioration","6"
"RYG","January 2022","Percentage_Improvement","68"
"RYG","January 2022","Count_Deterioration","45"
"RYG","January 2022","Percentage_Recovery","47"
"RYG","January 2022","Percentage_ReliableRecovery","45"
"RYK","January 2022","Count_ReferralsReceived","900"
"RYK","January 2022","Count_AccessingServices","615"
"RYK","January 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","86"
"RYK","January 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","95"
"RYK","January 2022","Count_EndedReferrals","725"
"RYK","January 2022","Count_FinishedCourseTreatment","320"
"RYK","January 2022","Percentage_Deterioration","5"
"RYK","January 2022","Percentage_Improvement","67"
"RYK","January 2022","Count_Deterioration","15"
"RYK","January 2022","Percentage_Recovery","40"
"RYK","January 2022","Percentage_ReliableRecovery","39"
"R0B","February 2022","Count_ReferralsReceived","920"
"R0B","February 2022","Count_AccessingServices","680"
"R0B","February 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","98"
"R0B","February 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"R0B","February 2022","Count_EndedReferrals","765"
"R0B","February 2022","Count_FinishedCourseTreatment","420"
"R0B","February 2022","Percentage_Deterioration","6"
"R0B","February 2022","Percentage_Improvement","74"
"R0B","February 2022","Count_Deterioration","25"
"R0B","February 2022","Percentage_Recovery","59"
"R0B","February 2022","Percentage_ReliableRecovery","58"
"R1A","February 2022","Count_ReferralsReceived","1255"
"R1A","February 2022","Count_AccessingServices","700"
"R1A","February 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","70"
"R1A","February 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","95"
"R1A","February 2022","Count_EndedReferrals","1020"
"R1A","February 2022","Count_FinishedCourseTreatment","350"
"R1A","February 2022","Percentage_Deterioration","6"
"R1A","February 2022","Percentage_Improvement","70"
"R1A","February 2022","Count_Deterioration","20"
"R1A","February 2022","Percentage_Recovery","52"
"R1A","February 2022","Percentage_ReliableRecovery","49"
"R1C","February 2022","Count_ReferralsReceived","835"
"R1C","February 2022","Count_AccessingServices","445"
"R1C","February 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","92"
"R1C","February 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"R1C","February 2022","Count_EndedReferrals","720"
"R1C","February 2022","Count_FinishedCourseTreatment","240"
"R1C","February 2022","Percentage_Deterioration","6"
"R1C","February 2022","Percentage_Improvement","73"
"R1C","February 2022","Count_Deterioration","15"
"R1C","February 2022","Percentage_Recovery","56"
"R1C","February 2022","Percentage_ReliableRecovery","53"
"R1F","February 2022","Count_ReferralsReceived","270"
"R1F","February 2022","Count_AccessingServices","205"
"R1F","February 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","94"
"R1F","February 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"R1F","February 2022","Count_EndedReferrals","265"
"R1F","February 2022","Count_FinishedCourseTreatment","145"
"R1F","February 2022","Percentage_Deterioration","5"
"R1F","February 2022","Percentage_Improvement","66"
"R1F","February 2022","Count_Deterioration","5"
"R1F","February 2022","Percentage_Recovery","50"
"R1F","February 2022","Percentage_ReliableRecovery","45"
"R1L","February 2022","Count_ReferralsReceived","2030"
"R1L","February 2022","Count_AccessingServices","1385"
"R1L","February 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","97"
"R1L","February 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"R1L","February 2022","Count_EndedReferrals","1650"
"R1L","February 2022","Count_FinishedCourseTreatment","670"
"R1L","February 2022","Percentage_Deterioration","6"
"R1L","February 2022","Percentage_Improvement","68"
"R1L","February 2022","Count_Deterioration","40"
"R1L","February 2022","Percentage_Recovery","50"
"R1L","February 2022","Percentage_ReliableRecovery","47"
"RAT","February 2022","Count_ReferralsReceived","2670"
"RAT","February 2022","Count_AccessingServices","1780"
"RAT","February 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","99"
"RAT","February 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"RAT","February 2022","Count_EndedReferrals","2335"
"RAT","February 2022","Count_FinishedCourseTreatment","905"
"RAT","February 2022","Percentage_Deterioration","6"
"RAT","February 2022","Percentage_Improvement","68"
"RAT","February 2022","Count_Deterioration","55"
"RAT","February 2022","Percentage_Recovery","52"
"RAT","February 2022","Percentage_ReliableRecovery","48"
"RDR","February 2022","Count_ReferralsReceived","1890"
"RDR","February 2022","Count_AccessingServices","1235"
"RDR","February 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","99"
"RDR","February 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"RDR","February 2022","Count_EndedReferrals","1640"
"RDR","February 2022","Count_FinishedCourseTreatment","600"
"RDR","February 2022","Percentage_Deterioration","4"
"RDR","February 2022","Percentage_Improvement","73"
"RDR","February 2022","Count_Deterioration","25"
"RDR","February 2022","Percentage_Recovery","57"
"RDR","February 2022","Percentage_ReliableRecovery","53"
"RH5","February 2022","Count_ReferralsReceived","1155"
"RH5","February 2022","Count_AccessingServices","620"
"RH5","February 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","74"
"RH5","February 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","99"
"RH5","February 2022","Count_EndedReferrals","970"
"RH5","February 2022","Count_FinishedCourseTreatment","375"
"RH5","February 2022","Percentage_Deterioration","6"
"RH5","February 2022","Percentage_Improvement","71"
"RH5","February 2022","Count_Deterioration","25"
"RH5","February 2022","Percentage_Recovery","55"
"RH5","February 2022","Percentage_ReliableRecovery","53"
"RHA","February 2022","Count_ReferralsReceived","925"
"RHA","February 2022","Count_AccessingServices","635"
"RHA","February 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","98"
"RHA","February 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","100"
"RHA","February 2022","Count_EndedReferrals","755"
"RHA","February 2022","Count_FinishedCourseTreatment","400"
"RHA","February 2022","Percentage_Deterioration","4"
"RHA","February 2022","Percentage_Improvement","69"
"RHA","February 2022","Count_Deterioration","15"
"RHA","February 2022","Percentage_Recovery","50"
"RHA","February 2022","Percentage_ReliableRecovery","48"
"RJ8","February 2022","Count_ReferralsReceived","1165"
"RJ8","February 2022","Count_AccessingServices","850"
"RJ8","February 2022","Percentage_AccessingServices6WeeksFinishedCourseTreatment","77"
"RJ8","February 2022","Percentage_AccessingServices18WeeksFinishedCourseTreatment","99"
"RJ8","February 2022","Count_EndedReferrals","1050"
"RJ8","February 2022","Count_FinishedCourseTreatment","530"
"RJ8","February 2022","Percentage_Deterioration","6"
"RJ8","February 2022","Percentage_Improvement","66"
"RJ8","February 2022","Count_Deterioration","30"
"RJ8","February 2022","Percentage_Recovery","40"
"RJ8","February 2022","Percentage_ReliableRecovery","38"
